relation_id,respondent_id,transcript_file,segment_id,segment_text,source_construct,relation_type,target_construct,intensity,certainty,memo
17,23,23.txt,0,"kwestia ubezpieczenia OC",deployment_risk,depends_on,regulatory_procedures,0.86,0.88,"Rozwój rynku ubezpieczeń wymaga nowych regulacji"
18,23,23.txt,0,"na początku na pewno",technological_trust,conflicts_with,social_acceptance,0.87,0.89,"Brak zaufania do nowych technologii ogranicza ich akceptację"
19,23,23.txt,0,"Koszty wysokie",implementation_cost,conflicts_with,business_acceptance,0.93,0.95,"Wysokie koszty wdrożenia ograniczają adopcję CAV"
20,23,23.txt,0,"bezpieczeństwa cybernetycznego ... istotny problem",data_management,conflicts_with,technological_trust,0.9,0.92,"Ryzyka cyberbezpieczeństwa ograniczają zaufanie do technologii"
21,23,23.txt,0,"niski jest ten odsetek na badania i rozwój",research_support,conflicts_with,technological_maturity,0.88,0.9,"Niski poziom finansowania B+R ogranicza rozwój CAV"
22,23,23.txt,0,"Kto odpowiada za spowodowanie wypadku",regulatory_procedures,conflicts_with,autonomous_operation,0.91,0.93,"Niejasna odpowiedzialność prawna utrudnia wdrażanie CAV"
23,23,23.txt,0,"Regulacja jest potrzebna",regulatory_procedures,stabilizes,business_acceptance,0.84,0.86,"Jasne regulacje wspierają wdrażanie technologii"
24,23,23.txt,0,"infrastruktury do ładowania pojazdów",supporting_infrastructure,depends_on,energy_source,0.92,0.94,"CAV wymagają infrastruktury ładowania"
25,23,23.txt,0,"technologii 5G",technology_standardization,enables,autonomous_operation,0.89,0.91,"Łączność 5G wspiera funkcjonowanie pojazdów autonomicznych"
26,23,23.txt,0,"tworzenie infrastruktury to największy koszt",investment_requirements,amplifies,infrastructure_optimization,0.92,0.94,"Rozbudowa infrastruktury generuje wysokie koszty"
27,23,23.txt,0,"pozyskania dodatkowych środków",investment_requirements,depends_on,autonomous_operation,0.88,0.9,"Wdrożenie CAV wymaga dodatkowych inwestycji"
28,23,23.txt,0,"dodatkowych pasów ruchu",highway_test_zones,enables,autonomous_operation,0.87,0.89,"Dedykowane pasy wspierają wdrażanie CAV"
29,23,23.txt,0,"zapewnienie wystarczającej ochrony ubezpieczeniowej",deployment_risk,depends_on,regulatory_procedures,0.85,0.87,"Nowe modele ubezpieczeń wymagają regulacji prawnych"
30,23,23.txt,0,"zapewnienie szkoleń",training_requirements,depends_on,technological_maturity,0.82,0.84,"Wdrożenie CAV wymaga nowych kompetencji personelu"
31,23,23.txt,0,"bezpieczeństwa konsumentów",data_management,stabilizes,business_acceptance,0.78,0.8,"Ochrona danych wspiera zaufanie do technologii"
32,23,23.txt,0,"stworzenie wydzielonych obszarów testowych",highway_test_zones,enables,technological_maturity,0.88,0.9,"Strefy testowe wspierają rozwój technologii autonomicznych"
33,23,23.txt,0,"nie widzę miejsca",urban_density,conflicts_with,urban_test_zones,0.9,0.92,"Gęsta zabudowa miejska utrudnia tworzenie stref testowych"
34,23,23.txt,0,"warunek konieczny",signal_visibility,stabilizes,autonomous_operation,0.91,0.93,"Standaryzacja oznakowania jest konieczna dla działania CAV"
35,23,23.txt,0,"to też jest istotne",technology_standardization,stabilizes,autonomous_operation,0.87,0.89,"Standaryzacja telekomunikacyjna wspiera wdrażanie CAV"
36,23,23.txt,0,"dobudowanie tych urządzeń 5G",supporting_infrastructure,enables,technology_standardization,0.84,0.86,"Rozwój infrastruktury 5G wspiera komunikację CAV"
37,23,23.txt,0,"optymalizować różne koszty",operational_efficiency,reduces,implementation_cost,0.89,0.91,"CAV mogą ograniczać koszty operacyjne przedsiębiorstw"
38,23,23.txt,0,"mniejsze firmy ... nie będą w stanie udźwignąć tych kosztów",implementation_cost,conflicts_with,economic_stability,0.9,0.92,"Wysokie koszty wdrożenia mogą eliminować małe firmy"
39,23,23.txt,0,"infrastruktura będzie do tego odpowiednio przystosowana",infrastructure_optimization,enables,business_acceptance,0.9,0.92,"Dostosowanie infrastruktury warunkuje wdrażanie CAV"
40,23,23.txt,0,"rozwiązania prawne dot. wypadków",regulatory_procedures,stabilizes,technological_trust,0.86,0.88,"Jasne regulacje odpowiedzialności zwiększają zaufanie do CAV"
41,23,23.txt,0,"ulgi dla firm",research_support,amplifies,business_acceptance,0.84,0.86,"Ulgi podatkowe mogą zwiększać zainteresowanie wdrażaniem CAV"
42,23,23.txt,0,"ulgi podatkowe",research_support,reduces,investment_requirements,0.85,0.87,"Wsparcie podatkowe może ograniczać bariery inwestycyjne"
