relation_id,respondent_id,transcript_file,segment_id,segment_text,source_construct,relation_type,target_construct,intensity,certainty,memo
29,4,4.txt,0,ingerencją powinno być zaprojektowanie systemu,regulatory_governance,enables,autonomous_operation,0.81,0.87,Państwo może wspierać wdrożenie
30,4,4.txt,0,"koszty edukacyjne, koszty kampanii",investment_requirements,constrains,market_adaptation,0.78,0.84,Koszty edukacji ograniczają adaptację
31,4,4.txt,0,trzeba zrobić marketing,market_adaptation,amplifies,social_acceptance,0.8,0.86,Marketing zwiększa akceptację społeczną
32,4,4.txt,0,przetwarzanie tych danych,data_management,enables,traffic_efficiency,0.77,0.84,Dane wspierają zarządzanie ruchem
33,4,4.txt,0,system będzie rejestrował to wszystko,insurance_protection,stabilizes,consumer_safety,0.74,0.82,Monitoring ułatwia ustalanie odpowiedzialności
34,4,4.txt,0,trzeba poprawić oznakowanie dróg,signal_visibility,conditions,autonomous_operation,0.92,0.95,Czytelne oznakowanie warunkuje autonomię
35,4,4.txt,0,kwestia zarządzania ruchem,infrastructure_optimization,enables,traffic_efficiency,0.88,0.92,Lepsze zarządzanie ruchem poprawia przepływ
36,4,4.txt,0,czujników prędkości pojazdów,supporting_infrastructure,enables,traffic_efficiency,0.84,0.89,Czujniki wspierają optymalizację ruchu
37,4,4.txt,0,digitalizacja ... cyfrowego odtworzenia sieci drogowej,data_management,enables,autonomous_operation,0.86,0.9,Cyfrowe mapowanie wspiera autonomię
38,4,4.txt,0,monitoring,supporting_infrastructure,stabilizes,consumer_safety,0.75,0.83,Monitoring poprawia bezpieczeństwo
39,4,4.txt,0,zwiększenie potencjału przewozowego,continuous_transport,amplifies,operational_efficiency,0.91,0.94,Brak ograniczeń czasu pracy zwiększa efektywność
40,4,4.txt,0,zwiększy się bezpieczeństwo,consumer_safety,amplifies,health_protection,0.89,0.93,Wyższe bezpieczeństwo poprawia ochronę zdrowia
41,4,4.txt,0,pozostałe koszty będą się optymalizować,operational_efficiency,reduces,implementation_cost,0.82,0.88,Optymalizacja zmniejsza koszty operacyjne
42,4,4.txt,0,wsparciem finansowym,investment_requirements,enables,market_adaptation,0.87,0.91,Dofinansowanie wspiera wdrożenie
43,4,4.txt,0,bardziej ekologiczny system,environmental_impact,amplifies,social_acceptance,0.7,0.79,Ekologiczność zwiększa akceptację
44,4,4.txt,0,zwolnienie z podatków od środków transportu,regulatory_governance,enables,market_adaptation,0.85,0.9,Ulgi podatkowe wspierają adopcję
